instrument_id,party_id,protection_id,BS_ITEM,BS_COUNT_SECTOR,outstanding_nominal_amount,ref_period,instrument_type,currency
DE_A20_LOAN_00983,DE_PARTY_00048,PROT_00272,A20,1000,1097.44,2023-12,LOAN,EUR
DE_A20_LOAN_00984,DE_PARTY_00050,PROT_00111,A20,1000,1126.87,2023-12,LOAN,EUR
DE_A20_LOAN_00985,DE_PARTY_00056,PROT_00193,A20,1000,563.6,2023-12,LOAN,EUR
DE_A20_LOAN_00986,DE_PARTY_00190,PROT_00215,A20,1000,2783.33,2023-12,LOAN,EUR
DE_A20_LOAN_00987,DE_PARTY_00124,PROT_00233,A20,1000,1911.76,2023-12,LOAN,EUR
DE_A20_LOAN_00988,DE_PARTY_00071,PROT_00175,A20,1000,989.09,2023-12,LOAN,EUR
DE_A20_LOAN_00989,DE_PARTY_00186,PROT_00081,A20,1000,1147.68,2023-12,LOAN,EUR
DE_A20_LOAN_00990,DE_PARTY_00151,PROT_00190,A20,1000,1279.72,2023-12,LOAN,EUR
DE_A20_LOAN_00991,DE_PARTY_00195,PROT_00160,A20,1000,331.73,2023-12,LOAN,EUR
DE_A20_LOAN_00992,DE_PARTY_00135,PROT_00370,A20,1000,973.66,2023-12,LOAN,EUR
DE_A20_LOAN_00993,DE_PARTY_00153,PROT_00167,A20,1000,750.08,2023-12,LOAN,EUR
DE_A20_LOAN_00994,DE_PARTY_00073,PROT_00398,A20,1000,619.18,2023-12,LOAN,EUR
DE_A20_LOAN_00995,DE_PARTY_00026,PROT_00483,A20,1000,954.04,2023-12,LOAN,EUR
DE_A20_LOAN_00996,DE_PARTY_00050,PROT_00291,A20,1000,3320.85,2023-12,LOAN,EUR
DE_A20_LOAN_00997,DE_PARTY_00076,PROT_00306,A20,1000,1658.83,2023-12,LOAN,EUR
DE_A20_LOAN_00998,DE_PARTY_00059,PROT_00044,A20,1000,801.64,2023-12,LOAN,EUR
DE_A20_LOAN_00999,DE_PARTY_00093,PROT_00453,A20,1000,1592.27,2023-12,LOAN,EUR
